CO2[ppm],microdust[ug/m3],humidity[%],temperature[*C],HeatIndex[*C],pressure[hPa],temperature2[*C],altitude[m],radiation(10min_avg)[uSv/hr],radiation(1min_avg)[uSv/hr],
162.3,0.44,67.20,23.60,23.77,1000.03,23.59,45.10,0.00,0.00,
162.3,6.25,67.20,23.60,23.77,1000.06,23.59,45.40,0.00,0.00,
162.3,-1.22,67.20,23.60,23.77,999.90,23.59,44.80,0.00,0.00,
162.3,6.25,67.20,23.60,23.77,1000.04,23.59,45.40,0.00,0.00,
162.3,5.42,67.20,23.60,23.77,999.99,23.59,44.60,0.00,0.00,
155.9,-4.54,67.20,23.60,23.77,1000.09,23.59,44.20,0.00,0.00,
162.3,2.93,67.20,23.60,23.77,999.90,23.59,44.20,0.00,0.00,
162.3,2.10,67.20,23.60,23.77,1000.01,23.59,45.40,0.00,0.00,
162.3,9.57,67.20,23.60,23.77,999.96,23.59,45.40,0.00,0.00,
162.3,8.74,67.20,23.60,23.77,999.91,23.59,45.20,0.00,0.00,
162.3,7.91,67.20,23.60,23.77,999.94,23.59,44.00,0.00,0.00,
162.3,-1.22,67.20,23.60,23.77,1000.01,23.59,44.80,0.00,0.00,
162.3,-5.37,67.20,23.60,23.77,1000.08,23.59,44.40,0.00,0.00,
162.3,10.40,67.20,23.60,23.77,999.93,23.59,44.10,0.00,0.00,
162.3,1.27,67.20,23.60,23.77,999.95,23.59,44.20,0.00,0.00,
162.3,0.44,67.20,23.60,23.77,1000.04,23.59,45.30,0.00,0.00,
162.3,5.42,67.20,23.60,23.77,999.90,23.59,45.20,0.00,0.00,
162.3,3.76,67.20,23.60,23.77,999.93,23.59,44.50,0.00,0.00,
162.3,5.42,67.20,23.60,23.77,999.98,23.59,45.20,0.00,0.00,
162.3,-1.22,67.20,23.60,23.77,1000.05,23.59,45.50,0.00,0.00,
162.3,5.42,67.90,23.60,23.79,1000.00,23.59,45.00,0.00,0.00,
162.3,0.44,67.90,23.60,23.79,1000.03,23.59,45.30,0.00,0.00,
162.3,7.08,67.90,23.60,23.79,999.90,23.59,45.10,0.00,0.00,
162.3,8.74,67.90,23.60,23.79,1000.02,23.59,45.30,0.00,0.00,
162.3,-12.01,67.90,23.60,23.79,1000.00,23.59,45.50,0.00,0.00,
162.3,-2.05,67.90,23.60,23.79,999.97,23.59,45.10,0.00,0.00,
162.3,0.44,67.90,23.60,23.79,1000.04,23.59,44.10,0.00,0.00,
162.3,-7.86,67.90,23.60,23.79,1000.07,23.59,44.20,0.00,0.00,
162.3,-0.39,67.90,23.60,23.79,1000.05,23.59,44.50,0.00,0.00,
162.3,-4.54,67.90,23.60,23.79,1000.03,23.59,44.70,0.00,0.00,
162.3,0.44,67.90,23.60,23.79,1000.09,23.59,44.90,0.00,0.00,
162.3,-2.88,67.90,23.60,23.79,999.99,23.59,45.30,0.00,0.00,
162.3,5.42,67.90,23.60,23.79,999.96,23.59,44.80,0.00,0.00,
162.3,2.10,67.90,23.60,23.79,999.90,23.59,44.80,0.00,0.00,
169.1,2.93,67.90,23.60,23.79,999.90,23.59,45.20,0.00,0.00,
162.3,-2.88,67.90,23.60,23.79,999.97,23.59,45.10,0.00,0.00,
162.3,4.59,67.90,23.60,23.79,1000.08,23.59,45.10,0.00,0.00,
162.3,-2.88,67.90,23.60,23.79,1000.06,23.59,45.50,0.00,0.00,
162.3,-2.05,67.90,23.60,23.79,999.98,23.59,45.30,0.00,0.00,
162.3,7.08,67.90,23.60,23.79,999.95,23.59,44.00,0.00,0.00,
162.3,6.25,67.90,23.60,23.79,1000.08,23.59,45.10,0.00,0.00,
162.3,-0.39,67.90,23.60,23.79,1000.00,23.59,45.10,0.00,0.00,
162.3,-1.22,67.90,23.60,23.79,1000.04,23.59,45.50,0.00,0.00,
162.3,2.93,67.90,23.60,23.79,999.97,23.59,45.10,0.00,0.00,
162.3,7.08,67.90,23.60,23.79,999.92,23.59,45.40,0.00,0.00,
162.3,9.57,67.90,23.60,23.79,1000.05,23.59,44.90,0.00,0.00,
162.3,-0.39,67.90,23.60,23.79,1000.07,23.59,45.50,0.00,0.00,
162.3,5.42,67.90,23.60,23.79,999.94,23.59,44.80,0.00,0.00,
162.3,-0.39,67.90,23.60,23.79,999.91,23.59,45.40,0.00,0.00,
162.3,-9.52,67.90,23.60,23.79,1000.06,23.59,44.50,0.00,0.00,
162.3,-8.69,68.10,23.60,23.79,999.91,23.59,44.70,0.00,0.00,
155.9,6.25,68.10,23.60,23.79,999.99,23.59,44.30,0.00,0.00,
162.3,0.44,68.10,23.60,23.79,1000.06,23.59,44.50,0.00,0.00,
162.3,5.42,68.10,23.60,23.79,999.94,23.59,45.30,0.00,0.00,
162.3,1.27,68.10,23.60,23.79,1000.06,23.59,44.80,0.00,0.00,
162.3,-8.69,68.10,23.60,23.79,999.96,23.59,44.80,0.00,0.00,
162.3,-2.05,68.10,23.60,23.79,999.94,23.59,45.00,0.00,0.00,
162.3,0.44,68.10,23.60,23.79,1000.08,23.59,44.80,0.00,0.00,
162.3,7.91,68.10,23.60,23.79,1000.08,23.59,45.40,0.00,0.00,
162.3,7.91,68.10,23.60,23.79,999.95,23.59,44.10,0.00,0.00,
162.3,1.27,68.10,23.60,23.79,1000.08,23.59,44.10,0.00,0.00,
162.3,7.08,68.10,23.60,23.79,1000.08,23.59,44.50,0.00,0.00,
162.3,4.59,68.10,23.60,23.79,1000.04,23.59,44.80,0.00,0.00,
162.3,1.27,68.10,23.60,23.79,1000.04,23.59,45.20,0.00,0.00,
162.3,4.59,68.10,23.60,23.79,1000.05,23.59,44.00,0.00,0.00,
162.3,-2.05,68.10,23.60,23.79,999.95,23.59,44.40,0.00,0.00,
162.3,7.08,68.10,23.60,23.79,999.94,23.59,44.50,0.00,0.00,
162.3,-1.22,68.10,23.60,23.79,1000.05,23.59,44.60,0.00,0.00,
162.3,-5.37,68.10,23.60,23.79,1000.05,23.59,44.60,0.00,0.00,
162.3,4.59,68.10,23.60,23.79,999.97,23.59,44.30,0.00,0.00,
162.3,2.10,68.10,23.60,23.79,999.97,23.59,45.30,0.00,0.00,
162.3,-0.39,68.10,23.60,23.79,1000.09,23.59,45.20,0.00,0.00,
162.3,3.76,68.10,23.60,23.79,1000.09,23.59,44.50,0.00,0.00,
162.3,-7.86,68.10,23.60,23.79,999.99,23.59,44.10,0.00,0.00,
162.3,-6.20,68.10,23.60,23.79,999.90,23.59,44.60,0.00,0.00,
162.3,3.76,68.10,23.60,23.79,1000.07,23.59,45.40,0.00,0.00,
162.3,6.25,68.10,23.60,23.79,999.93,23.59,44.00,0.00,0.00,
162.3,-5.37,68.10,23.60,23.79,999.91,23.59,44.00,0.00,0.00,
162.3,-0.39,68.10,23.60,23.79,999.97,23.59,44.70,0.00,0.00,
162.3,3.76,68.10,23.60,23.79,999.97,23.59,44.30,0.00,0.00,
162.3,-2.05,66.90,23.60,23.76,1000.02,23.59,44.50,0.00,0.00,
162.3,2.93,66.90,23.60,23.76,999.94,23.59,45.10,0.00,0.00,
162.3,6.25,66.90,23.60,23.76,1000.09,23.59,44.50,0.00,0.00,
162.3,2.10,66.90,23.60,23.76,1000.06,23.59,44.10,0.00,0.00,
162.3,6.25,66.90,23.60,23.76,1000.09,23.59,44.70,0.00,0.00,
162.3,5.42,66.90,23.60,23.76,1000.08,23.59,45.50,0.00,0.00,
162.3,-1.22,66.90,23.60,23.76,999.94,23.59,44.70,0.00,0.00,
162.3,11.23,66.90,23.60,23.76,999.95,23.59,45.10,0.00,0.00,
162.3,3.76,66.90,23.60,23.76,999.94,23.59,44.10,0.00,0.00,
162.3,4.59,66.90,23.60,23.76,1000.04,23.59,45.00,0.00,0.00,
162.3,7.91,66.90,23.60,23.76,999.93,23.59,44.80,0.00,0.00,
162.3,-2.88,66.90,23.60,23.76,999.91,23.59,44.90,0.00,0.00,
162.3,-0.39,66.90,23.60,23.76,1000.07,23.59,44.90,0.00,0.00,
162.3,27.83,66.90,23.60,23.76,999.95,23.59,44.60,0.00,0.00,
162.3,-21.97,66.90,23.60,23.76,1000.09,23.59,45.20,0.00,0.00,
162.3,-7.86,66.90,23.60,23.76,999.98,23.59,44.50,0.00,0.00,
162.3,5.42,66.90,23.60,23.76,1000.09,23.59,45.50,0.00,0.00,
162.3,-12.01,66.90,23.60,23.76,1000.07,23.59,44.80,0.00,0.00,
162.3,-2.05,66.90,23.60,23.76,999.96,23.59,45.30,0.00,0.00,
162.3,6.25,66.90,23.60,23.76,1000.06,23.59,44.20,0.00,0.00,
162.3,-9.52,66.90,23.60,23.76,1000.04,23.59,45.30,0.00,0.00,
162.3,6.25,66.90,23.60,23.76,1000.02,23.59,44.30,0.00,0.00,
162.3,12.06,66.90,23.60,23.76,1000.02,23.59,44.70,0.00,0.00,
162.3,2.10,66.90,23.60,23.76,1000.08,23.59,44.80,0.00,0.00,
162.3,-14.50,66.90,23.60,23.76,1000.00,23.59,45.50,0.00,0.00,
162.3,9.57,66.90,23.60,23.76,1000.04,23.59,45.40,0.00,0.00,
162.3,-12.01,66.90,23.60,23.76,1000.05,23.59,45.10,0.00,0.00,
162.3,-20.31,66.90,23.60,23.76,1000.02,23.59,44.70,0.00,0.00,
162.3,4.59,66.90,23.60,23.76,1000.00,23.59,45.50,0.00,0.00,
162.3,-1.22,66.90,23.60,23.76,999.99,23.59,44.70,0.00,0.00,
162.3,-1.22,68.00,23.60,23.79,1000.01,23.59,44.80,0.00,0.00,
162.3,-1.22,68.00,23.60,23.79,1000.06,23.59,45.10,0.00,0.00,
162.3,8.74,68.00,23.60,23.79,1000.09,23.59,45.20,0.00,0.00,
162.3,-16.16,68.00,23.60,23.79,1000.01,23.59,44.10,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,999.98,23.59,45.00,0.00,0.00,
162.3,2.93,68.00,23.60,23.79,999.93,23.59,44.10,0.00,0.00,
162.3,-7.03,68.00,23.60,23.79,1000.01,23.59,44.70,0.00,0.00,
162.3,0.44,68.00,23.60,23.79,999.94,23.59,45.10,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,1000.00,23.59,44.40,0.00,0.00,
162.3,7.08,68.00,23.60,23.79,1000.00,23.59,45.30,0.00,0.00,
162.3,2.10,68.00,23.60,23.79,999.91,23.59,44.30,0.00,0.00,
162.3,-1.22,68.00,23.60,23.79,999.94,23.59,45.40,0.00,0.00,
162.3,8.74,68.00,23.60,23.79,999.91,23.59,44.50,0.00,0.00,
162.3,11.23,68.00,23.60,23.79,999.92,23.59,44.40,0.00,0.00,
162.3,-14.50,68.00,23.60,23.79,1000.04,23.59,44.70,0.00,0.00,
162.3,5.42,68.00,23.60,23.79,1000.07,23.59,44.20,0.00,0.00,
162.3,-2.88,68.00,23.60,23.79,1000.09,23.59,44.10,0.00,0.00,
162.3,5.42,68.00,23.60,23.79,999.91,23.59,44.00,0.00,0.00,
162.3,-3.71,68.00,23.60,23.79,1000.09,23.59,44.70,0.00,0.00,
162.3,7.08,68.00,23.60,23.79,1000.06,23.59,44.80,0.00,0.00,
162.3,3.76,68.00,23.60,23.79,999.98,23.59,44.40,0.00,0.00,
162.3,-11.18,68.00,23.60,23.79,1000.08,23.59,44.50,0.00,0.00,
162.3,-6.20,68.00,23.60,23.79,1000.05,23.59,44.30,0.00,0.00,
162.3,4.59,68.00,23.60,23.79,999.91,23.59,44.10,0.00,0.00,
162.3,-6.20,68.00,23.60,23.79,1000.07,23.59,44.80,0.00,0.00,
162.3,-2.05,68.00,23.60,23.79,999.95,23.59,44.90,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,999.99,23.59,44.70,0.00,0.00,
162.3,3.76,68.00,23.60,23.79,999.91,23.59,44.60,0.00,0.00,
169.1,2.93,68.00,23.60,23.79,999.90,23.59,44.60,0.00,0.00,
162.3,-2.88,68.00,23.60,23.79,1000.04,23.59,44.30,0.00,0.00,
162.3,-8.69,68.00,23.60,23.79,999.99,23.59,45.50,0.00,0.00,
162.3,11.23,68.00,23.60,23.79,1000.05,23.59,45.40,0.00,0.00,
162.3,-10.35,68.00,23.60,23.79,999.93,23.59,44.40,0.00,0.00,
162.3,0.44,68.00,23.60,23.79,1000.02,23.59,45.00,0.00,0.00,
162.3,2.93,68.00,23.60,23.79,999.90,23.59,45.00,0.00,0.00,
162.3,-10.35,68.00,23.60,23.79,999.98,23.59,44.70,0.00,0.00,
162.3,8.74,68.00,23.60,23.79,1000.06,23.59,44.50,0.00,0.00,
162.3,10.40,68.00,23.60,23.79,1000.04,23.59,45.10,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,999.98,23.59,44.50,0.00,0.00,
162.3,5.42,68.00,23.60,23.79,1000.01,23.59,44.50,0.00,0.00,
162.3,4.59,68.00,23.60,23.79,1000.09,23.59,44.40,0.00,0.00,
162.3,2.10,68.00,23.60,23.79,999.94,23.59,44.60,0.00,0.00,
162.3,3.76,68.00,23.60,23.79,1000.00,23.59,44.10,0.00,0.00,
169.1,-4.54,68.00,23.60,23.79,999.92,23.59,45.40,0.00,0.00,
169.1,-87.55,68.00,23.60,23.79,999.94,23.59,44.90,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,1000.05,23.59,44.80,0.00,0.00,
162.3,8.74,68.00,23.60,23.79,1000.06,23.59,45.00,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,999.97,23.59,45.30,0.00,0.00,
162.3,-4.54,68.00,23.60,23.79,1000.02,23.59,44.80,0.00,0.00,
162.3,-0.39,68.00,23.60,23.79,999.90,23.59,45.00,0.00,0.00,
162.3,0.44,68.00,23.60,23.79,1000.07,23.59,45.00,0.00,0.00,
162.3,8.74,68.00,23.60,23.79,1000.04,23.59,45.40,0.00,0.00,
162.3,-3.71,68.00,23.60,23.79,999.99,23.59,44.10,0.00,0.00,
162.3,-1.22,68.00,23.60,23.79,1000.08,23.59,45.50,0.00,0.00,
162.3,5.42,68.00,23.60,23.79,999.93,23.59,44.10,0.00,0.00,
162.3,4.59,68.00,23.60,23.79,1000.04,23.59,44.90,0.00,0.00,
162.3,2.10,68.00,23.60,23.79,1000.01,23.59,44.30,0.00,0.00,
162.3,2.10,68.00,23.60,23.79,1000.09,23.59,45.00,0.00,0.00,
162.3,-7.03,68.00,23.60,23.79,1000.07,23.59,44.20,0.00,0.00,
162.3,1.27,68.00,23.60,23.79,999.90,23.59,45.30,0.00,0.00,
169.1,5.42,67.10,23.60,23.77,1000.08,23.59,44.60,0.00,0.00,
162.3,-14.50,67.10,23.60,23.77,1000.05,23.59,45.10,0.00,0.00,
162.3,1.27,67.10,23.60,23.77,999.90,23.59,45.40,0.00,0.00,
162.3,5.42,67.10,23.60,23.77,999.98,23.59,45.10,0.00,0.00,
162.3,-2.88,67.10,23.60,23.77,999.99,23.59,45.50,0.00,0.00,
162.3,1.27,67.10,23.60,23.77,1000.08,23.59,44.10,0.00,0.00,
162.3,-5.37,67.10,23.60,23.77,1000.00,23.59,44.20,0.00,0.00,
162.3,-1.22,67.10,23.60,23.77,999.90,23.59,45.10,0.00,0.00,
162.3,-2.88,67.10,23.60,23.77,1000.06,23.59,45.00,0.00,0.00,
162.3,-12.01,67.10,23.60,23.77,1000.01,23.59,44.30,0.00,0.00,
162.3,-14.50,67.10,23.60,23.77,1000.06,23.59,45.20,0.00,0.00,
162.3,-0.39,67.10,23.60,23.77,999.98,23.59,45.40,0.00,0.00,
162.3,-10.35,67.10,23.60,23.77,1000.09,23.59,45.50,0.00,0.00,
162.3,-2.05,67.10,23.60,23.77,1000.00,23.59,45.10,0.00,0.00,
162.3,2.93,67.10,23.60,23.77,999.94,23.59,44.60,0.00,0.00,
162.3,8.74,67.10,23.60,23.77,999.98,23.59,44.80,0.00,0.00,
162.3,-1.22,67.10,23.60,23.77,999.98,23.59,44.70,0.00,0.00,
162.3,1.27,67.10,23.60,23.77,1000.09,23.59,45.20,0.00,0.00,
162.3,-5.37,67.10,23.60,23.77,999.91,23.59,44.10,0.00,0.00,
162.3,-3.71,67.10,23.60,23.77,1000.09,23.59,44.40,0.00,0.00,
162.3,3.76,67.10,23.60,23.77,999.90,23.59,45.10,0.00,0.00,
162.3,-4.54,67.10,23.60,23.77,1000.04,23.59,45.30,0.00,0.00,
162.3,-3.71,67.10,23.60,23.77,999.97,23.59,44.30,0.00,0.00,
162.3,-9.52,67.10,23.60,23.77,999.94,23.59,45.30,0.00,0.00,
162.3,2.93,67.10,23.60,23.77,999.96,23.59,45.40,0.00,0.00,
162.3,-0.39,67.10,23.60,23.77,999.99,23.59,45.30,0.00,0.00,
162.3,4.59,67.10,23.60,23.77,999.91,23.59,44.00,0.00,0.00,
162.3,2.93,67.10,23.60,23.77,1000.04,23.59,44.70,0.00,0.00,
